BrandTitle,BrandPictureLink,BrandDescription,CategoryTitle,CategoryPictureLink,CategoryDescription,ProductTitle,ProductPictureLink,ProductThcContent,ProductCbdContent,ProductDescription,ProductURL
100 Packs,https://images.weedmaps.com/brands/000/002/594/avatar/large/100-logo_v2.jpg,"<p>Everybody eats. 100 Packs is on a noble mission: to collect and offer over 100 cannabis strains in their library. Crafting concentrates and growing the most classic kinds of strains, 100 Packs goes back to cannabis’ roots to share their love for the plant with connoisseurs and novices alike across California. 100 Packs is driven by their love of marijuana and with everything from the classics to new, exotic strains, they want to share their discoveries. After all, they fervently believe that “Everybody Eats.” History:</p> <p>100 Packs stems from nearly a decade of cultivation experience. The founders of 100 Packs started growing cannabis out of their garage, with a particular eye for developing strains they loved so they’d never be lost to history. As they expanded their collection, their love for marijuana’s power to heal and bring people together grew, and they wanted to make the treasure trove they’d created available to everyone. After finding a grow space large enough, 100 Packs was formed in early 2016 with a mission to collect and produce as many different marijuana strains as possible, preserving the classics and traveling the globe to find the most unusual cuts. Today, 100 Packs has grown with the California cannabis industry, and they plan on expanding their wholly unique selection of cannabis flower and concentrates to dispensaries across the state.</p> <p><b><ins>Products:</ins></b></p> <p>100 Packs acts as historians of marijuana history, cultivating strains that most other growers don’t breed anymore, including Blue Dream, Master Kush, and even an Afghani Landrace. They travel all over the world for their seeds and use their honed skills to breed the best versions of these strains. Then, 100 Packs selects their favorites to craft closed-loop, BHO extracted concentrates, fully dewaxed and available in a trim run, nug run, live resin and a variety of other tiers and strains. Connoisseurs love their 100 OG, a cross of Skywalker and SFV, in both flower and concentrate form, and 100 Packs will gladly share their genetics with any curious cannabis lover who asks.</p> Lab Testing: 100 Packs cares about the quality of their products, and as a commitment to their customers'' safety and cannabis’ quality, they send each batch to SC Labs for thorough testing. Their flower often caps out at over 20% THC, and 100 Packs also checks for terpene profiles, residual solvents, pesticides and more. Networks: Covering the Southern California map, 100 Packs proudly works with dozens of dispensaries from Los Angeles to San Diego and looks forward to expanding their marijuana goods northward. Their products feature in CHR, Best of SB, and Melrose Place Collective, and they’ve collaborated in the past with Barewoods, OG Raskal and more to offer exciting, unique strain collaborations.</p>",Flower,,,100 OG,https://images.weedmaps.com/products/000/041/244/avatar/large/170714_100Packs_100OGIndica-4401.jpg,,,"<p>A cross between rockstar strains Skywalker and SFV OG, 100 Packs 100 OG Indica Flower is the epitome of relaxation. 100 Packs cares about the quality of their products, and as a commitment to their customers' safety and cannabis’ quality, they send each batch to SC Labs for thorough testing. Their flower often caps out at over 20% THC, and 100 Packs also checks for terpene profiles, residual solvents, pesticides and more</p>",https://weedmaps.com/brands/100-packs/products/100-packs-100-og
2020 Knockout Pre Roll Sticks,https://images.weedmaps.com/brands/000/001/575/avatar/large/2020_Knockout_icon.jpg,"<p>We call these the KNOCKOUT – because that’s what they’ll do. These powerful pre rolls are made from cake batter and premium, California-grown OG Kush, to deliver one of the strongest joints on the market. Ideal for: chronic pain, anxiety, and depression.</p>",Flower,,,Knockout Pre Roll,https://images.weedmaps.com/products/000/025/361/avatar/large/knockout_knockout-pre-rolls_1.jpg,,,"<p>This Knockout Pre Roll will leave you floored! Experience the most potent pre-roll with THC results at 37.8% and CBD 0.86%, it is made with the finest OG Kush infused with rich cake batter designed to give the ultimate hii effect for an instant K.O.</p>",https://weedmaps.com/brands/2020-knockout-pre-rolls-sticks/products/2020-knockout-pre-rolls
2020 Knockout Pre Roll Sticks,https://images.weedmaps.com/brands/000/001/575/avatar/large/2020_Knockout_icon.jpg,"<p>We call these the KNOCKOUT – because that’s what they’ll do. These powerful pre rolls are made from cake batter and premium, California-grown OG Kush, to deliver one of the strongest joints on the market. Ideal for: chronic pain, anxiety, and depression.</p>",Flower,,,"Knockout ""Mini"" Pre Roll",https://images.weedmaps.com/products/000/025/362/avatar/large/knockout_knockout-_mini_-pre-rolls_1.jpg,,,"<p>Don’t be fooled by the size of the powerfully potent Knockout ""Mini"" Pre Rolls! These power packed pre-rolls hold over half a gram of the pure OG Kush mixed with cake batter to achieve maximum potency. This mini pre-roll tests at 37.8% THC containing 0.86% CBD and will leave users marveled at the overwhelming potency.</p>",https://weedmaps.com/brands/2020-knockout-pre-rolls-sticks/products/2020-knockout-pre-rolls-mini
2020 Private Reserve Pre Rolls,https://images.weedmaps.com/brands/000/001/546/avatar/large/2020_Private_icon.jpg,"<p>A nice throwback is our line of PRIVATE RESERVE pre rolls that are made with 100% responsibly-grown, California cannabis. These traditional pre rolls are great for those who strictly prefer flower and want a traditional joint experience.</p>",Flower,,,"Private Reserve Preroll, Platinum Sheen OG",https://images.weedmaps.com/products/000/024/765/avatar/large/private-reserve-preroll_platinum-sheen-og_1.jpg,,,"<p>Flagrant flavored Private Reserve Preroll, Platinum Sheen OG combines the powerful piney flavors with the heavy sedative indica effects instantly relieving discomfort. This indica-dominant strain releases an aromatic lemon scent uplifting users into a euphoric hibernation.</p>",https://weedmaps.com/brands/2020-private-reserve-pre-rolls/products/private-reserve-pre-rolls-preroll-platinum-sheen-og
2020 Private Reserve Pre Rolls,https://images.weedmaps.com/brands/000/001/546/avatar/large/2020_Private_icon.jpg,"<p>A nice throwback is our line of PRIVATE RESERVE pre rolls that are made with 100% responsibly-grown, California cannabis. These traditional pre rolls are great for those who strictly prefer flower and want a traditional joint experience.</p>",Flower,,,"Private Reserve Preroll, Gorilla Glue #4",https://images.weedmaps.com/products/000/024/772/avatar/large/private-reserve-preroll_gorilla-glue-4_1.jpg,,,"<p>Potent Private Reserve Preroll, Gorilla Glue #4 packs over a gram and is made with 100% pure flower to deliver maximum benefits. This favored hybrid sends users into an immediate euphoria, relaxing users into a sedative couchlock filling the air with a pungent piney aroma.</p>",https://weedmaps.com/brands/2020-private-reserve-pre-rolls/products/private-reserve-pre-rolls-preroll-gorilla-glue-4
2020 Private Reserve Pre Rolls,https://images.weedmaps.com/brands/000/001/546/avatar/large/2020_Private_icon.jpg,"<p>A nice throwback is our line of PRIVATE RESERVE pre rolls that are made with 100% responsibly-grown, California cannabis. These traditional pre rolls are great for those who strictly prefer flower and want a traditional joint experience.</p>",Flower,,,"Private Reserve Preroll, Cookies N Cream",https://images.weedmaps.com/products/000/024/769/avatar/large/private-reserve-preroll_cookies-n-cream_1.jpg,,,"<p>Nothing like relaxing with Private Reserve Preroll, Cookies N Cream. Bask in the enriching sweet nutty vanilla flavors and feel at ease as this balanced hybrid eliminates the tensions and stress leaving long-lasting relief.</p>",https://weedmaps.com/brands/2020-private-reserve-pre-rolls/products/private-reserve-pre-rolls-preroll-cookies-n-cream
2020 Creations,https://images.weedmaps.com/brands/000/002/421/avatar/large/2020_Creations_icon.jpg,"<p>2020 Creations is a company dedicated to providing premium quality extracts sourced from the finest California-grown cannabis. Our concentrates pack terpenes and maximum potency, ensuring a smooth and reliable medicating experience you can count on.</p>",Concentrates,,,White Widow Cake Batter,https://images.weedmaps.com/products/000/038/469/avatar/large/2020_White-Widow_1.jpg,,,"<p>Our WHITE WIDOW Cake Batter is in a category all on its own. With a pungent, wood-like aroma, this hybrid is adored for its potency and balance between the effects sativas and indicas offer. Known as one of the most famous strains in the world, extract connoisseurs will not be disappointed.</p>",https://weedmaps.com/brands/2020-creations/products/2020-creations-white-widow-cake-batter
2020 Creations,https://images.weedmaps.com/brands/000/002/421/avatar/large/2020_Creations_icon.jpg,"<p>2020 Creations is a company dedicated to providing premium quality extracts sourced from the finest California-grown cannabis. Our concentrates pack terpenes and maximum potency, ensuring a smooth and reliable medicating experience you can count on.</p>",Concentrates,,,Super Dream Cake Batter,https://images.weedmaps.com/products/000/038/468/avatar/large/2020_Super-Dream_1.jpg,,,"<p>Our SUPER DREAM Cake Batter was extracted from a cross between Super Silver Haze and Blue Dream. With parents that are known for their fast-acting attributes, you can’t go wrong with this sativa-dominant hybrid. This tasty extract is great for daytime use and offers a smooth, blueberry taste - with minimal coughing.</p>",https://weedmaps.com/brands/2020-creations/products/2020-creations-super-dream-cake-batter
2020 Creations,https://images.weedmaps.com/brands/000/002/421/avatar/large/2020_Creations_icon.jpg,"<p>2020 Creations is a company dedicated to providing premium quality extracts sourced from the finest California-grown cannabis. Our concentrates pack terpenes and maximum potency, ensuring a smooth and reliable medicating experience you can count on.</p>",Concentrates,,,SFV OG Cake Batter,https://images.weedmaps.com/products/000/038/467/avatar/large/2020_SFV-OG_1.jpg,,,"<p>You can’t go wrong with this fan-favorite. Our SFV OG Cake Batter delivers a pungent, pine-like aroma to deliver a powerful dab. As an OG Kush relative, this sativa-dominant hybrid strain is also known to offer haziness, as well as indica body effects, too.</p>",https://weedmaps.com/brands/2020-creations/products/2020-creations-sfv-og-cake-batter
2020 Creations,https://images.weedmaps.com/brands/000/002/421/avatar/large/2020_Creations_icon.jpg,"<p>2020 Creations is a company dedicated to providing premium quality extracts sourced from the finest California-grown cannabis. Our concentrates pack terpenes and maximum potency, ensuring a smooth and reliable medicating experience you can count on.</p>",Concentrates,,,Sour Tangie Cake Batter,https://images.weedmaps.com/products/000/038/466/avatar/large/2020_Sour-Tangie_1.jpg,,,"<p>For our extract connoisseurs, our SOUR TANGIE Cake Batter will be sure to give you a flavorful dab. Extracted from a strain that has been crossed with East Coast Sour Diesel and Tangie, this sativa-dominant hybrid delivers a citrus aroma with an uplifting experience.</p>",https://weedmaps.com/brands/2020-creations/products/2020-creations-sour-tangie-cake-batter
1 World Medicinals,https://images.weedmaps.com/brands/000/001/297/avatar/large/1-world-medicinals_logo_xv2.jpg,"<p>The goal of 1 World Medicinals is to bring quality medicines for relief of pain, anxiety, and physical discomfort to those who seek a more healthful life style. Each of our products is hand made with the highest quality ingredients coupled with simple, yet carefully constructed, recipes for your health.</p>",Flower,,,Sour Grape,https://images.weedmaps.com/products/000/021/854/avatar/large/1-world-medicinals_sour-grapes_1.jpg,,,"<p>1 World Medicinals’ Sour Grape is the Indica leaning Hybrid flower strain with the amazing ability to provide pain-numbing properties with the ability of a Sativa to keep you alert and awake. With sour and fruity grape flavors, this strain is in a league of its own.</p>",https://weedmaps.com/brands/1-world-medicinals/products/1-world-medicinals-sour-grape
1 World Medicinals,https://images.weedmaps.com/brands/000/001/297/avatar/large/1-world-medicinals_logo_xv2.jpg,"<p>The goal of 1 World Medicinals is to bring quality medicines for relief of pain, anxiety, and physical discomfort to those who seek a more healthful life style. Each of our products is hand made with the highest quality ingredients coupled with simple, yet carefully constructed, recipes for your health.</p>",Flower,,,Inner Chi,https://images.weedmaps.com/products/000/021/853/avatar/large/1-world-medicinals_inner-chi-flower_1.jpg,,,"<p>1 World Medicinals’ Inner Chi is the potent Hybrid flower strain with amazing head buzzes and cerebral stimulation. A cross between Larry OG Kush and OG Kush, this Hybrid is a top notch flower with strong Sativa properties to get the mind racing.</p>",https://weedmaps.com/brands/1-world-medicinals/products/1-world-medicinals-inner-chi
1 World Medicinals,https://images.weedmaps.com/brands/000/001/297/avatar/large/1-world-medicinals_logo_xv2.jpg,"<p>The goal of 1 World Medicinals is to bring quality medicines for relief of pain, anxiety, and physical discomfort to those who seek a more healthful life style. Each of our products is hand made with the highest quality ingredients coupled with simple, yet carefully constructed, recipes for your health.</p>",Flower,,,Green Crack,https://images.weedmaps.com/products/000/021/852/avatar/large/1-world-medicinals_green-crack-flower_1.jpg,,,"<p>1 World Medicinal’s Green Crack is the extremely potent Sativa flower strain with head spinning highs and cerebral stimulation. Cayenne, lemongrass and vanilla flavors accompany each and every smoke, while providing you with energetic head buzzes.</p>",https://weedmaps.com/brands/1-world-medicinals/products/1-world-medicinals-green-crack
1 World Medicinals,https://images.weedmaps.com/brands/000/001/297/avatar/large/1-world-medicinals_logo_xv2.jpg,"<p>The goal of 1 World Medicinals is to bring quality medicines for relief of pain, anxiety, and physical discomfort to those who seek a more healthful life style. Each of our products is hand made with the highest quality ingredients coupled with simple, yet carefully constructed, recipes for your health.</p>",Concentrates,,,OGK Taffy Dab,https://images.weedmaps.com/products/000/021/842/avatar/large/1-world-medicinals_ogk-taffy-dab_2.jpg,,,"<p>1 World Medicinals’ OGK Taffy Dab is the potent and flavorful concentrate. Great for those looking for quick and powerful medical relief. When it comes to a clean and effective dab with all the benefits of cannabis, look no further than 1 World Medicinals’ OGK Taffy Dab.</p>",https://weedmaps.com/brands/1-world-medicinals/products/1-world-medicinals-ogk-taffy-dab
1 World Medicinals,https://images.weedmaps.com/brands/000/001/297/avatar/large/1-world-medicinals_logo_xv2.jpg,"<p>The goal of 1 World Medicinals is to bring quality medicines for relief of pain, anxiety, and physical discomfort to those who seek a more healthful life style. Each of our products is hand made with the highest quality ingredients coupled with simple, yet carefully constructed, recipes for your health.</p>",Edibles,,,Organic Chocolate Peanut Butter Nugget,https://images.weedmaps.com/products/000/021/851/avatar/large/1-world-medicinals_organic-chocolate-peanut-butter-nugget_3.jpg,,,"<p>1 World Medicinals’ Organic Chocolate Peanut Butter Nuggets are a true blast of flavor with delicious, rich chocolate, creamy peanut butter, and high-quality medical cannabis. Each nugget is infused with 7.5mg of THC for amazing taste and effective medicating.</p>",https://weedmaps.com/brands/1-world-medicinals/products/1-world-medicinals-organic-chocolate-peanut-butter-nugget
1 World Medicinals,https://images.weedmaps.com/brands/000/001/297/avatar/large/1-world-medicinals_logo_xv2.jpg,"<p>The goal of 1 World Medicinals is to bring quality medicines for relief of pain, anxiety, and physical discomfort to those who seek a more healthful life style. Each of our products is hand made with the highest quality ingredients coupled with simple, yet carefully constructed, recipes for your health.</p>",Edibles,,,Cookies Butter 3.5oz,https://images.weedmaps.com/products/000/021/850/avatar/large/1-world-medicinals_cookies-butter-3.5oz_3.jpg,,,"<p>1 World Medicinals’ Cookies Butter is the signature cannabutter used for all 1 World Medicinals’ medical cannabis edibles. When you want to make your own cannabis infused cookies, brownies, or other deliciously medicated treats, use 1 tblsp of cannabutter for 50-60mg of THC. Resulting edibles will produce a psychoactive result.</p>",https://weedmaps.com/brands/1-world-medicinals/products/1-world-medicinals-cookies-butter-3-5oz
